"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Comments","Answer.English","Answer.country","Answer.paycode","Approve","Reject"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","20AHPCGJ2D211TE7LURJVPSNP8B4AP","A1CA1PH52XPXPR","Approved","Fri Nov 01 18:05:17 GMT 2013","Fri Nov 01 19:09:48 GMT 2013","Mon Nov 11 11:09:48 PST 2013","Tue Nov 05 08:47:43 PST 2013","","","3871","0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA","c1daa36d07d104"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","20AHPCGJ2D211TE7LURJVPSNP8EA4Y","A1IXUTQDYODKJI","Approved","Fri Nov 01 18:17:16 GMT 2013","Fri Nov 01 19:25:03 GMT 2013","Mon Nov 11 11:25:03 PST 2013","Tue Nov 05 08:47:43 PST 2013","","","4067","0% (0/0)","0% (0/0)","0% (0/0)","The only thing noteworthy, that I noticed, was that in the first group and in the second group of words you used gossing, I think, to describe two different actions.","yes","USA","a170ca359ci116"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","2118D8J3VE7W5IBPMP73SCKDXHYYIR","AP1C3ZE41AMH1","Approved","Fri Nov 01 19:25:41 GMT 2013","Fri Nov 01 21:10:03 GMT 2013","Mon Nov 11 13:10:03 PST 2013","Tue Nov 05 08:47:43 PST 2013","","","6262","0% (0/0)","0% (0/0)","0% (0/0)","","yes","USA","AP1C3ZE41AMH1"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","21KQV66RLPHI6TZXKNMKO62S6DQE6O","A1X4D2KHH87TT7","Approved","Fri Nov 01 16:15:29 GMT 2013","Fri Nov 01 16:40:03 GMT 2013","Mon Nov 11 08:40:03 PST 2013","Tue Nov 05 08:47:43 PST 2013","","","1474","0% (0/0)","0% (0/0)","0% (0/0)","Why'd you remove the monster! And thanks for taking out the ""confirmation"" videos after every verb.","yes","USA","e217cba2a6b21"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","220SV7WGKCCVYBLEYGUMNAPVRZ22S1","ATE008EOXRGRM","Approved","Fri Nov 01 16:39:14 GMT 2013","Fri Nov 01 17:27:45 GMT 2013","Mon Nov 11 09:27:45 PST 2013","Tue Nov 05 08:47:43 PST 2013","","","2911","0% (0/0)","0% (0/0)","0% (0/0)","In spite of more instruction, I thought the first 8 verbs were very ambiguous in meaning, while the final 8 were  much easier to identify. Perhaps that was the point?","yes","USA","b2e888b326e46"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","22O6NG1FS3NY09T03E6ZYZL7KENLZ8","A23151M4236A0T","Approved","Fri Nov 01 16:08:36 GMT 2013","Fri Nov 01 17:34:52 GMT 2013","Mon Nov 11 09:34:52 PST 2013","Tue Nov 05 08:47:44 PST 2013","","","5176","0% (0/0)","0% (0/0)","0% (0/0)","I thought the action was more of what they were doing insted of what they were using.","yes","USA","e280f49701h14"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","23DB3L0FBJ9I111G745VK5RUEP9YMW","A152FGSJ9WCXN3","Approved","Fri Nov 01 16:16:41 GMT 2013","Fri Nov 01 17:50:33 GMT 2013","Mon Nov 11 09:50:33 PST 2013","Tue Nov 05 08:47:44 PST 2013","","","5632","0% (0/0)","0% (0/0)","0% (0/0)","It was kind of a fun study, except it was tough on some where I couldn't see the video because it came out too dark.","yes","USA","b2d91f3776g61"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","24DRGNTBJ3MMQNNHDKE68KHGW969V5","A2W0D9KWZ17O84","Approved","Fri Nov 01 16:51:40 GMT 2013","Fri Nov 01 17:28:01 GMT 2013","Mon Nov 11 09:28:01 PST 2013","Tue Nov 05 08:47:44 PST 2013","","","2181","0% (0/0)","0% (0/0)","0% (0/0)","","","USA","f20aa752e1d55"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","25GK5UFJ51Y734613BHS7CSY9B5B89","A38ZV8LBZ034IZ","Approved","Fri Nov 01 16:24:21 GMT 2013","Fri Nov 01 17:38:57 GMT 2013","Mon Nov 11 09:38:57 PST 2013","Tue Nov 05 08:47:44 PST 2013","","","4476","0% (0/0)","0% (0/0)","0% (0/0)","some of the questions about seeing the + sign advanced automatically without giving me a chance to answer","yes","USA","c4220f383g58"
"2FNCOW0LGRZ3L29H9PXVTUZY4SO8Z3","29OQ8H88MQU6YV6DJP91XXX4AX09SQ","Merry Monster Survey","Watch videos and answer questions to learn new words (45 minutes)!","psychology, language, words, sentences, judgment","$1.25","Fri Nov 01 16:06:34 GMT 2013","40","BatchId:1314135;","7200","864000","Wed Nov 06 16:06:34 GMT 2013","","","25OAVKI62NJQFRP4NM0QN6BP80LKS4","A31CWTO54Z6DG7","Approved","Fri Nov 01 18:57:58 GMT 2013","Fri Nov 01 19:48:59 GMT 2013","Mon Nov 11 11:48:59 PST 2013","Tue Nov 05 08:47:44 PST 2013","","","3061","0% (0/0)","0% (0/0)","0% (0/0)","It seems that there may be a buffering problem with some of the videos, whereby they do not buffer and complete their playback in the time you have allowed for viewing.  I suspect that this is why you repeat the videos, and it did allow me to see all of them all the way through at least once.","yes","USA","d1160762b3h132"
