List,VideoGroup,VerbDomain,itemID,eventType,Condition,Manner,Path,verbName,verbMeaning,ambigGoingTo,ambigDidIt,ambigV,whichOne,mBiasV,pBiasV,trainS1Going,trainS1DidIt,trainV1,trainS2Going,trainS2DidIt,trainV2,trainS3Going,trainS3DidIt,trainV3,mTestV,pTestV,ambigAudioFuture,ambigAudioPast,trainAudioFuture1,trainAudioPast1,trainAudioFuture2,trainAudioPast2,trainAudioFuture3,trainAudioPast3,whichOneAudio,letsFindAudio,starImage,xxxxx,ext_Path_Effect,extVerbName,ext_Manner_Means,extBiasVid,extAmbigAudioFuture,extAmbigAudioPast,extTestMannerVid,extTestPathVid,extLetsFind,extWhichOne,extStarImage
4,MoM_Instrumental,Motion,4.6,Motion,Path,fly,through,janging,through,The man is going to jang through the clouds.,The man janged through the clouds.,fly.through.clouds.mov,Which one is janging?,drive.through.tunnel.mov,fly.under.birds.mov,The boy is going to jang through the flowers.,The boy janged through the flowers.,carpet.through.flowers.mov,The boy is going to jang through the waterfall.,The boy janged through the waterfall.,sail.through.waterfall.mov,The man is going to jang through the gate. ,The man janged through the gate. ,ski.through.gate.mov,fly.behind.kite.mov,sled.through.tree.mov,janging_path_future_clouds.wav,janging_path_past_clouds.wav,janging_path_future_flowers.wav,janging_path_past_flowers.wav,janging_path_future_waterfall.wav,janging_path_past_waterfall.wav,janging_path_future_gate.wav,janging_path_past_gate.wav,which_janging.wav,letsfindjanging.wav,stars.009.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
4,MoM_Instrumental,Motion,4.7,Motion,Path,balloon,over,feaving,over,The girl is going to feave over the eagle.,The girl feaved over the eagle.,balloon.over.eagle.mov,Which one is feaving?,balloon.up.train.mov,ski.over.bush.mov,The girl is going to feave over the book.,The girl feaved over the book.,skate.over.book.mov,The man is going to feave over the rollercoaster.,The man feaved over the rollercoaster.,fly.over.rollercoaster.mov,The man is going to feave over the sand dune.,The man feaved over the sand dune.,camel.over.sanddune.mov,carpet.over.tiger.mov,balloon.down.dog.mov,feaving_path_future_eagle.wav,feaving_path_past_eagle.wav,feaving_path_future_book.wav,feaving_path_past_book.wav,feaving_path_future_rollercoaster.wav,feaving_path_past_rollercoaster.wav,feaving_path_future_sanddune.wav,feaving_path_past_sanddune.wav,which_feaving.wav,letsfindfeaving.wav,stars.010.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
4,MoM_Instrumental,Motion,4.8,Motion,Path,camel,front,pilking,front,The man is going to pilk in front of the pyramid.,The man pilked in front of the pyramid.,camel.front.pyramid.mov,Which one is pilking?,sled.front.bunny.mov,camel.around.goat.mov,The man is going to pilk in front of the deer.,The man pilked in front of the deer.,ski.front.deer.mov,The girl is going to pilk in front of the sunflowers.,The girl pilked in front of the sunflowers.,balloon.front.sunflowers.mov,The boy is going to pilk in front of the penguin.,The boy pilked in front of the penguin.,sail.front.penguin.mov,camel.through.oasis.mov,drive.front.horse.mov,pilking_path_future_pyramid.wav,pilking_path_past_pyramid.wav,pilking_path_future_deer.wav,pilking_path_past_deer.wav,pilking_path_future_sunflowers.wav,pilking_path_past_sunflowers.wav,pilking_path_future_penguin.wav,pilking_path_past_penguin.wav,which_pilking.wav,letsfindpilking.wav,stars.011.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
5,CoS,CoS,5.1,Causal,Effect,bat,break,blicking,break,The monster is going to blick the record.,The monster blicked the record.,bat.break.record.5s.mov,Which one is blicking?,bat.flatten.cupcake.5s.mov,comb.break.cookies.5s.mov,The monster is going to blick the frame. ,The monster blicked the frame. ,knife.break.frame.5s.mov,The monster is going to blick the piggybank. ,The monster blicked the piggybank. ,poker.break.piggybank.5s.mov,The monster is going to blick the bone.,The monster blicked the bone.,hammer.break.bone.5s.mov,bat.open.babybottle.5s.mov,pliers.break.eyeglasses.5s.mov,blicking_path_future_record.wav,blicking_path_past_record.wav,blicking_path_future_frame.wav,blicking_path_past_frame.wav,blicking_path_future_piggybank.wav,blicking_path_past_piggybank.wav,blicking_path_future_bone.wav,blicking_path_past_bone.wav,which_blicking.wav,letsfindblicking.wav,stars.004.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
5,CoS,CoS,5.2,Causal,Effect,comb,rip,gossing,rip,The monster is going to goss the armchair.,The monster gossed the armchair.,comb.rip.armchair.5s.mov,Which one is gossing?,comb.open.book.5s.mov,bat.rip.kite.5s.mov,The monster is going to goss the pants. ,The monster gossed the pants. ,poker.rip.pants.5s.mov,The monster is going to goss the newspaper. ,The monster gossed the newspaper. ,knife.rip.newspaper.5s.mov,The monster is going to goss the tablecloth.,The monster gossed the tablecloth.,pliers.rip.tablecloth.5s.mov,comb.flatten.burger.5s.mov,hammer.rip.shirt.5s.mov,gossing_path_future_armchair.wav,gossing_path_past_armchair.wav,gossing_path_future_pants.wav,gossing_path_past_pants.wav,gossing_path_future_newspaper.wav,gossing_path_past_newspaper.wav,gossing_path_future_tablecloth.wav,gossing_path_past_tablecloth.wav,which_gossing.wav,letsfindgossing.wav,stars.005.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
5,CoS,CoS,5.3,Causal,Effect,crowbar,open,zicking,open,The monster is going to zick the grill.,The monster zicked the grill.,crowbar.open.grill.5s.mov,Which one is zicking?,crowbar.rip.pillow.5s.mov,trowel.open.door.5s.mov,The monster is going to zick the envelope. ,The monster zicked the envelope. ,hammer.open.envelope.5s.mov,The monster is going to zick the jar. ,The monster zicked the jar. ,pliers.open.jar.5s.mov,The monster is going to zick the box.,The monster zicked the box.,knife.open.box.5s.mov,crowbar.break.shoe.5s.mov,poker.open.window.5s.mov,zicking_path_future_grill.wav,zicking_path_past_grill.wav,zicking_path_future_envelope.wav,zicking_path_past_envelope.wav,zicking_path_future_jar.wav,zicking_path_past_jar.wav,zicking_path_future_box.wav,zicking_path_past_box.wav,which_zicking.wav,letsfindzicking.wav,stars.006.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
5,CoS,CoS,5.4,Causal,Effect,hammer,crush,nibbing,crush,The monster is going to nib the strawberries.,The monster nibbed the strawberries.,hammer.crush.strawberries.5s.mov,Which one is nibbing?,hammer.empty.brushcontainer.5s.mov,pliers.crush.candycanes.5s.mov,The monster is going to nib the soap. ,The monster nibbed the soap. ,crowbar.crush.soap.5s.mov,The monster is going to nib the bottle. ,The monster nibbed the bottle. ,trowel.crush.bottle.5s.mov,The monster is going to nib the nuts.,The monster nibbed the nuts.,bat.crush.nuts.5s.mov,hammer.cut.watermelon.5s.mov,comb.crush.juicebox.5s.mov,nibbing_path_future_strawberries.wav,nibbing_path_past_strawberries.wav,nibbing_path_future_soap.wav,nibbing_path_past_soap.wav,nibbing_path_future_bottle.wav,nibbing_path_past_bottle.wav,nibbing_path_future_nuts.wav,nibbing_path_past_nuts.wav,which_nibbing.wav,letsfindnibbing.wav,stars.007.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
5,CoS,CoS,5.5,Causal,Effect,knife,cut,gorping,cut,The monster is going to gorp the bread.,The monster gorped the bread.,knife.cut.bread.5s.mov,Which one is gorping?,knife.bend.fork.5s.mov,poker.cut.curtain.5s.mov,The monster is going to gorp the bagel. ,The monster gorped the bagel. ,bat.cut.bagel.5s.mov,The monster is going to gorp the pie. ,The monster gorped the pie. ,comb.cut.pie.5s.mov,The monster is going to gorp the cucumber.,The monster gorped the cucumber.,crowbar.cut.cucumber.5s.mov,knife.crush.apple.5s.mov,trowel.cut.cheese.5s.mov,gorping_path_future_bread.wav,gorping_path_past_bread.wav,gorping_path_future_bagel.wav,gorping_path_past_bagel.wav,gorping_path_future_pie.wav,gorping_path_past_pie.wav,gorping_path_future_cucumber.wav,gorping_path_past_cucumber.wav,which_gorping.wav,letsfindgorping.wav,stars.008.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
5,CoS,CoS,5.6,Causal,Effect,pliers,bend,klebbing,bend,The monster is going to kleb the candle.,The monster klebbed the candle.,pliers.bend.candle.5s.mov,Which one is klebbing?,pliers.cut.pizza.5s.mov,hammer.bend.sunflower.5s.mov,The monster is going to kleb the watering can. ,The monster klebbed the watering can. ,trowel.bend.wateringcan.5s.mov,The monster is going to kleb the spatula. ,The monster klebbed the spatula. ,crowbar.bend.spatula.5s.mov,The monster is going to kleb the coat hanger.,The monster klebbed the coat hanger.,comb.bend.coathanger.5s.mov,pliers.empty.glass.5s.mov,bat.bend.flagpole.5s.mov,klebbing_path_future_candle.wav,klebbing_path_past_candle.wav,klebbing_path_future_wateringcan.wav,klebbing_path_past_wateringcan.wav,klebbing_path_future_spatula.wav,klebbing_path_past_spatula.wav,klebbing_path_future_coathanger.wav,klebbing_path_past_coathanger.wav,which_klebbing.wav,letsfindklebbing.wav,stars.009.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
5,CoS,CoS,5.7,Causal,Effect,poker,empty,wugging,empty,The monster is going to wug the trash.,The monster wugged the trash.,poker.empty.trash.5s.mov,Which one is wugging?,poker.crush.car.5s.mov,knife.empty.goblet.5s.mov,The monster is going to wug the bowl. ,The monster wugged the bowl. ,comb.empty.bowl.5s.mov,The monster is going to wug the grocery bag. ,The monster wugged the grocery bag. ,bat.empty.grocerybag.5s.mov,The monster is going to wug the vase.,The monster wugged the vase.,trowel.empty.vase.5s.mov,poker.bend.lamp.5s.mov,crowbar.empty.detergentcontainer.5s.mov,wugging_path_future_trash.wav,wugging_path_past_trash.wav,wugging_path_future_bowl.wav,wugging_path_past_bowl.wav,wugging_path_future_grocerybag.wav,wugging_path_past_grocerybag.wav,wugging_path_future_vase.wav,wugging_path_past_vase.wav,which_wugging.wav,letsfindwugging.wav,stars.010.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
5,CoS,CoS,5.8,Causal,Effect,trowel,flatten,rolting,flatten,The monster is going to rolt the sand.,The monster rolted the sand.,trowel.flatten.sand.5s.mov,Which one is rolting?,trowel.break.flowerpot.5s.mov,crowbar.flatten.donut.5s.mov,The monster is going to rolt the pumpkin. ,The monster rolted the pumpkin. ,pliers.flatten.pumpkin.5s.mov,The monster is going to rolt the sandwich. ,The monster rolted the sandwich. ,hammer.flatten.sandwich.5s.mov,The monster is going to rolt the cake.,The monster rolted the cake.,poker.flatten.cake.5s.mov,trowel.rip.sack.5s.mov,knife.flatten.sponge.5s.mov,rolting_path_future_sand.wav,rolting_path_past_sand.wav,rolting_path_future_pumpkin.wav,rolting_path_past_pumpkin.wav,rolting_path_future_sandwich.wav,rolting_path_past_sandwich.wav,rolting_path_future_cake.wav,rolting_path_past_cake.wav,which_rolting.wav,letsfindrolting.wav,stars.011.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
6,CoS,CoS,6.1,Causal,Means,bat,break,blicking,bat,The monster is going to blick the record.,The monster blicked the record.,bat.break.record.5s.mov,Which one is blicking?,bat.flatten.cupcake.5s.mov,comb.break.cookies.5s.mov,The monster is going to blick the bagel. ,The monster blicked the bagel. ,bat.cut.bagel.5s.mov,The monster is going to blick the grocery bag. ,The monster blicked the grocery bag. ,bat.empty.grocerybag.5s.mov,The monster is going to blick the nuts.,The monster blicked the nuts.,bat.crush.nuts.5s.mov,bat.open.babybottle.5s.mov,pliers.break.eyeglasses.5s.mov,blicking_manner_future_record.wav,blicking_manner_past_record.wav,blicking_manner_future_bagel.wav,blicking_manner_past_bagel.wav,blicking_manner_future_grocerybag.wav,blicking_manner_past_grocerybag.wav,blicking_manner_future_nuts.wav,blicking_manner_past_nuts.wav,which_blicking.wav,letsfindblicking.wav,stars.004.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
6,CoS,CoS,6.2,Causal,Means,comb,rip,gossing,comb,The monster is going to goss the armchair.,The monster gossed the armchair.,comb.rip.armchair.5s.mov,Which one is gossing?,comb.open.book.5s.mov,bat.rip.kite.5s.mov,The monster is going to goss the bowl. ,The monster gossed the bowl. ,comb.empty.bowl.5s.mov,The monster is going to goss the pie. ,The monster gossed the pie. ,comb.cut.pie.5s.mov,The monster is going to goss the coat hanger.,The monster gossed the coat hanger.,comb.bend.coathanger.5s.mov,comb.flatten.burger.5s.mov,hammer.rip.shirt.5s.mov,gossing_manner_future_armchair.wav,gossing_manner_past_armchair.wav,gossing_manner_future_bowl.wav,gossing_manner_past_bowl.wav,gossing_manner_future_pie.wav,gossing_manner_past_pie.wav,gossing_manner_future_coathanger.wav,gossing_manner_past_coathanger.wav,which_gossing.wav,letsfindgossing.wav,stars.005.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
6,CoS,CoS,6.3,Causal,Means,crowbar,open,zicking,crowbar,The monster is going to zick the grill.,The monster zicked the grill.,crowbar.open.grill.5s.mov,Which one is zicking?,crowbar.rip.pillow.5s.mov,trowel.open.door.5s.mov,The monster is going to zick the soap. ,The monster zicked the soap. ,crowbar.crush.soap.5s.mov,The monster is going to zick the spatula. ,The monster zicked the spatula. ,crowbar.bend.spatula.5s.mov,The monster is going to zick the cucumber.,The monster zicked the cucumber.,crowbar.cut.cucumber.5s.mov,crowbar.break.shoe.5s.mov,poker.open.window.5s.mov,zicking_manner_future_grill.wav,zicking_manner_past_grill.wav,zicking_manner_future_soap.wav,zicking_manner_past_soap.wav,zicking_manner_future_spatula.wav,zicking_manner_past_spatula.wav,zicking_manner_future_cucumber.wav,zicking_manner_past_cucumber.wav,which_zicking.wav,letsfindzicking.wav,stars.006.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
6,CoS,CoS,6.4,Causal,Means,hammer,crush,nibbing,hammer,The monster is going to nib the strawberries.,The monster nibbed the strawberries.,hammer.crush.strawberries.5s.mov,Which one is nibbing?,hammer.empty.brushcontainer.5s.mov,pliers.crush.candycanes.5s.mov,The monster is going to nib the envelope. ,The monster nibbed the envelope. ,hammer.open.envelope.5s.mov,The monster is going to nib the sandwich. ,The monster nibbed the sandwich. ,hammer.flatten.sandwich.5s.mov,The monster is going to nib the bone.,The monster nibbed the bone.,hammer.break.bone.5s.mov,hammer.cut.watermelon.5s.mov,comb.crush.juicebox.5s.mov,nibbing_manner_future_strawberries.wav,nibbing_manner_past_strawberries.wav,nibbing_manner_future_envelope.wav,nibbing_manner_past_envelope.wav,nibbing_manner_future_sandwich.wav,nibbing_manner_past_sandwich.wav,nibbing_manner_future_bone.wav,nibbing_manner_past_bone.wav,which_nibbing.wav,letsfindnibbing.wav,stars.007.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
6,CoS,CoS,6.5,Causal,Means,knife,cut,gorping,knife,The monster is going to gorp the bread.,The monster gorped the bread.,knife.cut.bread.5s.mov,Which one is gorping?,knife.bend.fork.5s.mov,poker.cut.curtain.5s.mov,The monster is going to gorp the frame. ,The monster gorped the frame. ,knife.break.frame.5s.mov,The monster is going to gorp the newspaper. ,The monster gorped the newspaper. ,knife.rip.newspaper.5s.mov,The monster is going to gorp the box.,The monster gorped the box.,knife.open.box.5s.mov,knife.crush.apple.5s.mov,trowel.cut.cheese.5s.mov,gorping_manner_future_bread.wav,gorping_manner_past_bread.wav,gorping_manner_future_frame.wav,gorping_manner_past_frame.wav,gorping_manner_future_newspaper.wav,gorping_manner_past_newspaper.wav,gorping_manner_future_box.wav,gorping_manner_past_box.wav,which_gorping.wav,letsfindgorping.wav,stars.008.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
6,CoS,CoS,6.6,Causal,Means,pliers,bend,klebbing,pliers,The monster is going to kleb the candle.,The monster klebbed the candle.,pliers.bend.candle.5s.mov,Which one is klebbing?,pliers.cut.pizza.5s.mov,hammer.bend.sunflower.5s.mov,The monster is going to kleb the pumpkin. ,The monster klebbed the pumpkin. ,pliers.flatten.pumpkin.5s.mov,The monster is going to kleb the jar. ,The monster klebbed the jar. ,pliers.open.jar.5s.mov,The monster is going to kleb the tablecloth.,The monster klebbed the tablecloth.,pliers.rip.tablecloth.5s.mov,pliers.empty.glass.5s.mov,bat.bend.flagpole.5s.mov,klebbing_manner_future_candle.wav,klebbing_manner_past_candle.wav,klebbing_manner_future_pumpkin.wav,klebbing_manner_past_pumpkin.wav,klebbing_manner_future_jar.wav,klebbing_manner_past_jar.wav,klebbing_manner_future_tablecloth.wav,klebbing_manner_past_tablecloth.wav,which_klebbing.wav,letsfindklebbing.wav,stars.009.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
6,CoS,CoS,6.7,Causal,Means,poker,empty,wugging,poker,The monster is going to wug the trash.,The monster wugged the trash.,poker.empty.trash.5s.mov,Which one is wugging?,poker.crush.car.5s.mov,knife.empty.goblet.5s.mov,The monster is going to wug the pants. ,The monster wugged the pants. ,poker.rip.pants.5s.mov,The monster is going to wug the piggybank. ,The monster wugged the piggybank. ,poker.break.piggybank.5s.mov,The monster is going to wug the cake.,The monster wugged the cake.,poker.flatten.cake.5s.mov,poker.bend.lamp.5s.mov,crowbar.empty.detergentcontainer.5s.mov,wugging_manner_future_trash.wav,wugging_manner_past_trash.wav,wugging_manner_future_pants.wav,wugging_manner_past_pants.wav,wugging_manner_future_piggybank.wav,wugging_manner_past_piggybank.wav,wugging_manner_future_cake.wav,wugging_manner_past_cake.wav,which_wugging.wav,letsfindwugging.wav,stars.010.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
6,CoS,CoS,6.8,Causal,Means,trowel,flatten,rolting,trowel,The monster is going to rolt the sand.,The monster rolted the sand.,trowel.flatten.sand.5s.mov,Which one is rolting?,trowel.break.flowerpot.5s.mov,crowbar.flatten.donut.5s.mov,The monster is going to rolt the watering can. ,The monster rolted the watering can. ,trowel.bend.wateringcan.5s.mov,The monster is going to rolt the bottle. ,The monster rolted the bottle. ,trowel.crush.bottle.5s.mov,The monster is going to rolt the vase.,The monster rolted the vase.,trowel.empty.vase.5s.mov,trowel.rip.sack.5s.mov,knife.flatten.sponge.5s.mov,rolting_manner_future_sand.wav,rolting_manner_past_sand.wav,rolting_manner_future_wateringcan.wav,rolting_manner_past_wateringcan.wav,rolting_manner_future_bottle.wav,rolting_manner_past_bottle.wav,rolting_manner_future_vase.wav,rolting_manner_past_vase.wav,which_rolting.wav,letsfindrolting.wav,stars.011.jpg,xxxxx,NA,NA,NA,,,,NA,NA,NA,NA,NA
7,Manner_Ext,NA,7.1,Motion,Manner_Agent_Ext,crabwalk,into,krading,crabwalk,The monster is going to krade into the garage.,The monster kraded into the garage.,crabwalk.into.garage.5s.mov,Which one is krading?,crabwalk.down.birdhouse.5s.mov,hop.into.cabin.5s.mov,The monster is going to krade through the tunnel. ,The monster kraded through the tunnel. ,crabwalk.through.tunnel.5s.mov,The monster is going to krade over the tires. ,The monster kraded over the tires. ,crabwalk.over.tires.5s.mov,The monster is going to krade in front of the bell.,The monster kraded in front of the bell.,crabwalk.front.bell.5s.mov,crabwalk.up.policebox.5s.mov,roll.into.tower.5s.mov,krading_manner_future_garage.wav,krading_manner_past_garage.wav,krading_manner_future_tunnel.wav,krading_manner_past_tunnel.wav,krading_manner_future_tires.wav,krading_manner_past_tires.wav,krading_manner_future_bell.wav,krading_manner_past_bell.wav,which_krading.wav,letsfindkrading.wav,longstars.004.jpeg,xxxxx,break,blicking,bat,bat.break.record.5s.mov,blicking_manner_future_record.wav,blicking_manner_past_record.wav,bat.flatten.cupcake.5s.mov,comb.break.cookies.5s.mov,letsfindblicking.wav,which_blicking.wav,longstars.012.jpeg
7,Manner_Ext,NA,7.2,Motion,Manner_Agent_Ext,crawl,down,glipping,crawl,The monster is going to glip down to the clown.,The monster glipped down to the clown.,crawl.down.clown.5s.mov,Which one is glipping?,crawl.into.cave.5s.mov,flapwalk.down.frog.5s.mov,The monster is going to glip between the mailboxes. ,The monster glipped between the mailboxes. ,crawl.between.mailboxes.5s.mov,The monster is going to glip in front of the bench. ,The monster glipped in front of the bench. ,crawl.front.bench.5s.mov,The monster is going to glip over the mountain.,The monster glipped over the mountain.,crawl.over.mountain.5s.mov,crawl.up.scarecrow.5s.mov,stoopwalk.down.lamp.5s.mov,glipping_manner_future_clown.wav,glipping_manner_past_clown.wav,glipping_manner_future_mailboxes.wav,glipping_manner_past_mailboxes.wav,glipping_manner_future_bench.wav,glipping_manner_past_bench.wav,glipping_manner_future_mountain.wav,glipping_manner_past_mountain.wav,which_glipping.wav,letsfindglipping.wav,longstars.005.jpeg,xxxxx,rip,gossing,comb,comb.rip.armchair.5s.mov,gossing_manner_future_armchair.wav,gossing_manner_past_armchair.wav,comb.open.book.5s.mov,bat.rip.kite.5s.mov,letsfindgossing.wav,which_gossing.wav,longstars.013.jpeg
7,Manner_Ext,NA,7.3,Motion,Manner_Agent_Ext,flapwalk,up,zarking,flapwalk,The monster is going to zark up to the cat.,The monster zarked up to the cat.,flapwalk.up.cat.5s.mov,Which one is zarking?,flapwalk.around.horse.5s.mov,crawl.up.swan.5s.mov,The monster is going to zark in front of the penguin. ,The monster zarked in front of the penguin. ,flapwalk.front.penguin.5s.mov,The monster is going to zark between the seesaws. ,The monster zarked between the seesaws. ,flapwalk.between.seesaws.5s.mov,The monster is going to zark through the waterfall.,The monster zarked through the waterfall.,flapwalk.through.waterfall.5s.mov,flapwalk.into.igloo.5s.mov,tiptoe.up.well.5s.mov,zarking_manner_future_cat.wav,zarking_manner_past_cat.wav,zarking_manner_future_penguin.wav,zarking_manner_past_penguin.wav,zarking_manner_future_seesaws.wav,zarking_manner_past_seesaws.wav,zarking_manner_future_waterfall.wav,zarking_manner_past_waterfall.wav,which_zarking.wav,letsfindzarking.wav,longstars.006.jpeg,xxxxx,open,zicking,crowbar,crowbar.open.grill.5s.mov,zicking_manner_future_grill.wav,zicking_manner_past_grill.wav,crowbar.rip.pillow.5s.mov,trowel.open.door.5s.mov,letsfindzicking.wav,which_zicking.wav,longstars.014.jpeg
7,Manner_Ext,NA,7.4,Motion,Manner_Agent_Ext,hop,around,molking,hop,The monster is going to molk around the penguin.,The monster molked around the penguin.,hop.around.penguin.5s.mov,Which one is molking?,hop.up.deer.5s.mov,crawl.around.birdhouse.5s.mov,The monster is going to molk over the book. ,The monster molked over the book. ,hop.over.book.5s.mov,The monster is going to molk through the tree. ,The monster molked through the tree. ,hop.through.tree.5s.mov,The monster is going to molk between the snowmen.,The monster molked between the snowmen.,hop.between.snowmen.5s.mov,hop.down.gazebo.5s.mov,walk.around.goat.5s.mov,molking_manner_future_penguin.wav,molking_manner_past_penguin.wav,molking_manner_future_book.wav,molking_manner_past_book.wav,molking_manner_future_tree.wav,molking_manner_past_tree.wav,molking_manner_future_snowmen.wav,molking_manner_past_snowmen.wav,which_molking.wav,letsfindmolking.wav,longstars.007.jpeg,xxxxx,crush,nibbing,hammer,hammer.crush.strawberries.5s.mov,nibbing_manner_future_strawberries.wav,nibbing_manner_past_strawberries.wav,hammer.empty.brushcontainer.5s.mov,pliers.crush.candycanes.5s.mov,letsfindnibbing.wav,which_nibbing.wav,longstars.015.jpeg
7,Manner_Ext,NA,7.5,Motion,Manner_Agent_Ext,roll,between,torging,roll,The monster is going to torg between the trees.,The monster torged between the trees.,roll.between.trees.5s.mov,Which one is torging?,roll.through.tent.5s.mov,walk.between.buildings.5s.mov,The monster is going to torg down to the eagle. ,The monster torged down to the eagle. ,roll.down.eagle.5s.mov,The monster is going to torg up to the snowman. ,The monster torged up to the snowman. ,roll.up.snowman.5s.mov,The monster is going to torg around the drum.,The monster torged around the drum.,roll.around.drum.5s.mov,roll.over.bush.5s.mov,crabwalk.between.lights.5s.mov,torging_manner_future_trees.wav,torging_manner_past_trees.wav,torging_manner_future_eagle.wav,torging_manner_past_eagle.wav,torging_manner_future_snowman.wav,torging_manner_past_snowman.wav,torging_manner_future_drum.wav,torging_manner_past_drum.wav,which_torging.wav,letsfindtorging.wav,longstars.008.jpeg,xxxxx,cut,gorping,knife,knife.cut.bread.5s.mov,gorping_manner_future_bread.wav,gorping_manner_past_bread.wav,knife.bend.fork.5s.mov,poker.cut.curtain.5s.mov,letsfindgorping.wav,which_gorping.wav,longstars.016.jpeg
7,Manner_Ext,NA,7.6,Motion,Manner_Agent_Ext,stoopwalk,through,pimming,stoopwalk,The monster is going to pim through the flowers.,The monster pimmed through the flowers.,stoopwalk.through.flowers.5s.mov,Which one is pimming?,stoopwalk.between.swings.5s.mov,tiptoe.through.lighthouse.5s.mov,The monster is going to pim into the barn. ,The monster pimmed into the barn. ,stoopwalk.into.barn.5s.mov,The monster is going to pim around the fountain. ,The monster pimmed around the fountain. ,stoopwalk.around.fountain.5s.mov,The monster is going to pim up to the monkey.,The monster pimmed up to the monkey.,stoopwalk.up.monkey.5s.mov,stoopwalk.front.fishtank.5s.mov,crawl.through.pyramid.5s.mov,pimming_manner_future_flowers.wav,pimming_manner_past_flowers.wav,pimming_manner_future_barn.wav,pimming_manner_past_barn.wav,pimming_manner_future_fountain.wav,pimming_manner_past_fountain.wav,pimming_manner_future_monkey.wav,pimming_manner_past_monkey.wav,which_pimming.wav,letsfindpimming.wav,longstars.009.jpeg,xxxxx,bend,klebbing,pliers,pliers.bend.candle.5s.mov,klebbing_manner_future_candle.wav,klebbing_manner_past_candle.wav,pliers.cut.pizza.5s.mov,hammer.bend.sunflower.5s.mov,letsfindklebbing.wav,which_klebbing.wav,longstars.017.jpeg
7,Manner_Ext,NA,7.7,Motion,Manner_Agent_Ext,tiptoe,over,birking,tiptoe,The monster is going to birk over the cone.,The monster birked over the cone.,tiptoe.over.cone.5s.mov,Which one is birking?,tiptoe.front.snowplow.5s.mov,stoopwalk.over.haystack.5s.mov,The monster is going to birk around the spaceship. ,The monster birked around the spaceship. ,tiptoe.around.spaceship.5s.mov,The monster is going to birk down to the dog.,The monster birked down to the dog.,tiptoe.down.dog.5s.mov,The monster is going to birk into the spaceship. ,The monster birked into the spaceship. ,tiptoe.into.spaceship2.5s.mov,tiptoe.between.pigs.5s.mov,flapwalk.over.plane.5s.mov,birking_manner_future_cone.wav,birking_manner_past_cone.wav,birking_manner_future_spaceship.wav,birking_manner_past_spaceship.wav,birking_manner_future_dog.wav,birking_manner_past_dog.wav,birking_manner_future_spaceship2.wav,birking_manner_past_spaceship2.wav,which_birking.wav,letsfindbirking.wav,longstars.010.jpeg,xxxxx,empty,wugging,poker,poker.empty.trash.5s.mov,wugging_manner_future_trash.wav,wugging_manner_past_trash.wav,poker.crush.car.5s.mov,knife.empty.goblet.5s.mov,letsfindwugging.wav,which_wugging.wav,longstars.018.jpeg
7,Manner_Ext,NA,7.8,Motion,Manner_Agent_Ext,walk,front,dacking,walk,The monster is going to dack in front of the elephant.,The monster dacked in front of the elephant.,walk.front.elephant.5s.mov,Which one is dacking?,walk.over.sandpile.5s.mov,roll.front.giraffe.5s.mov,The monster is going to dack into the castle.,The monster dacked into the castle.,walk.into.castle.5s.mov,The monster is going to dack down to the cow. ,The monster dacked down to the cow. ,walk.down.cow.5s.mov,The monster is going to dack up to the owl. ,The monster dacked up to the owl. ,walk.up.owl.5s.mov,walk.through.hut.5s.mov,hop.front.bunny.5s.mov,dacking_manner_future_elephant.wav,dacking_manner_past_elephant.wav,dacking_manner_future_castle.wav,dacking_manner_past_castle.wav,dacking_manner_future_cow.wav,dacking_manner_past_cow.wav,dacking_manner_future_owl.wav,dacking_manner_past_owl.wav,which_dacking.wav,letsfinddacking.wav,longstars.011.jpeg,xxxxx,flatten,rolting,trowel,trowel.flatten.sand.5s.mov,rolting_manner_future_sand.wav,rolting_manner_past_sand.wav,trowel.break.flowerpot.5s.mov,crowbar.flatten.donut.5s.mov,letsfindrolting.wav,which_rolting.wav,longstars.019.jpeg
